,URL,amount,nutrient,recipe
10,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,110mg,Vitamin C,Slovak Stuffed Cabbage
11,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,101mg,Calcium,Slovak Stuffed Cabbage
12,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,5mg,Iron,Slovak Stuffed Cabbage
13,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,1mg,Thiamin,Slovak Stuffed Cabbage
14,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,12mg,Niacin,Slovak Stuffed Cabbage
15,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,1mg,Vitamin B6,Slovak Stuffed Cabbage
16,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,60mg,Magnesium,Slovak Stuffed Cabbage
17,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,91mcg,Folate,Slovak Stuffed Cabbage
0,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,35g,Total Fat,Lasagna Stuffed Shells
1,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,18.0g,Saturated Fat,Lasagna Stuffed Shells
2,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,197mg,Cholesterol,Lasagna Stuffed Shells
3,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,2487mg,Sodium,Lasagna Stuffed Shells
4,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,1296mg,Potassium,Lasagna Stuffed Shells
5,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,41.7g,Total Carbohydrates,Lasagna Stuffed Shells
6,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,4.5g,Dietary Fiber,Lasagna Stuffed Shells
7,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,63.1g,Protein,Lasagna Stuffed Shells
8,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,12g,Sugars,Lasagna Stuffed Shells
9,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,1789IU,Vitamin A,Lasagna Stuffed Shells
10,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,18mg,Vitamin C,Lasagna Stuffed Shells
11,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,795mg,Calcium,Lasagna Stuffed Shells
12,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,6mg,Iron,Lasagna Stuffed Shells
13,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,0mg,Thiamin,Lasagna Stuffed Shells
14,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,21mg,Niacin,Lasagna Stuffed Shells
15,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,1mg,Vitamin B6,Lasagna Stuffed Shells
16,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,94mg,Magnesium,Lasagna Stuffed Shells
17,https://www.allrecipes.com/recipe/170463/lasagna-stuffed-shells/,118mcg,Folate,Lasagna Stuffed Shells
0,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,36.5g,Total Fat,Slovak Stuffed Cabbage
1,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,14.0g,Saturated Fat,Slovak Stuffed Cabbage
2,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,101mg,Cholesterol,Slovak Stuffed Cabbage
3,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,2096mg,Sodium,Slovak Stuffed Cabbage
4,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,876mg,Potassium,Slovak Stuffed Cabbage
5,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,31.6g,Total Carbohydrates,Slovak Stuffed Cabbage
6,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,6.9g,Dietary Fiber,Slovak Stuffed Cabbage
7,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,25.9g,Protein,Slovak Stuffed Cabbage
8,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,17g,Sugars,Slovak Stuffed Cabbage
9,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,985IU,Vitamin A,Slovak Stuffed Cabbage
10,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,110mg,Vitamin C,Slovak Stuffed Cabbage
11,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,101mg,Calcium,Slovak Stuffed Cabbage
12,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,5mg,Iron,Slovak Stuffed Cabbage
13,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,1mg,Thiamin,Slovak Stuffed Cabbage
14,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,12mg,Niacin,Slovak Stuffed Cabbage
15,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,1mg,Vitamin B6,Slovak Stuffed Cabbage
16,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,60mg,Magnesium,Slovak Stuffed Cabbage
17,https://www.allrecipes.com/recipe/14597/slovak-stuffed-cabbage/,91mcg,Folate,Slovak Stuffed Cabbage
0,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,10.5g,Total Fat,Rolled Dumplings
1,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,3.0g,Saturated Fat,Rolled Dumplings
2,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,1mg,Cholesterol,Rolled Dumplings
3,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,479mg,Sodium,Rolled Dumplings
4,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,65mg,Potassium,Rolled Dumplings
5,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,28.4g,Total Carbohydrates,Rolled Dumplings
6,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,1g,Dietary Fiber,Rolled Dumplings
7,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,4.3g,Protein,Rolled Dumplings
8,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,1g,Sugars,Rolled Dumplings
9,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,33IU,Vitamin A,Rolled Dumplings
10,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,0mg,Vitamin C,Rolled Dumplings
11,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,103mg,Calcium,Rolled Dumplings
12,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,2mg,Iron,Rolled Dumplings
13,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,0mg,Thiamin,Rolled Dumplings
14,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,3mg,Niacin,Rolled Dumplings
15,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,0mg,Vitamin B6,Rolled Dumplings
16,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,10mg,Magnesium,Rolled Dumplings
17,https://www.allrecipes.com/recipe/13239/rolled-dumplings/,66mcg,Folate,Rolled Dumplings
0,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,24.9g,Total Fat,Broiled Grouper Parmesan
1,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,11.0g,Saturated Fat,Broiled Grouper Parmesan
2,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,127mg,Cholesterol,Broiled Grouper Parmesan
3,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,389mg,Sodium,Broiled Grouper Parmesan
4,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,869mg,Potassium,Broiled Grouper Parmesan
5,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,1.4g,Total Carbohydrates,Broiled Grouper Parmesan
6,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,0g,Dietary Fiber,Broiled Grouper Parmesan
7,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,48.1g,Protein,Broiled Grouper Parmesan
8,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,0g,Sugars,Broiled Grouper Parmesan
9,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,726IU,Vitamin A,Broiled Grouper Parmesan
10,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,3mg,Vitamin C,Broiled Grouper Parmesan
11,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,153mg,Calcium,Broiled Grouper Parmesan
12,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,2mg,Iron,Broiled Grouper Parmesan
13,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,0mg,Thiamin,Broiled Grouper Parmesan
14,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,10mg,Niacin,Broiled Grouper Parmesan
15,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,1mg,Vitamin B6,Broiled Grouper Parmesan
16,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,70mg,Magnesium,Broiled Grouper Parmesan
17,https://www.allrecipes.com/recipe/103991/broiled-grouper-parmesan/,21mcg,Folate,Broiled Grouper Parmesan
0,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,32.6g,Total Fat,Mediterranean Puff Pastry Chicken
1,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,10.0g,Saturated Fat,Mediterranean Puff Pastry Chicken
2,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,101mg,Cholesterol,Mediterranean Puff Pastry Chicken
3,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,524mg,Sodium,Mediterranean Puff Pastry Chicken
4,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,438mg,Potassium,Mediterranean Puff Pastry Chicken
5,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,33.6g,Total Carbohydrates,Mediterranean Puff Pastry Chicken
6,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,2.1g,Dietary Fiber,Mediterranean Puff Pastry Chicken
7,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,22.4g,Protein,Mediterranean Puff Pastry Chicken
8,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,3g,Sugars,Mediterranean Puff Pastry Chicken
9,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,1654IU,Vitamin A,Mediterranean Puff Pastry Chicken
10,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,9mg,Vitamin C,Mediterranean Puff Pastry Chicken
11,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,181mg,Calcium,Mediterranean Puff Pastry Chicken
12,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,3mg,Iron,Mediterranean Puff Pastry Chicken
13,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,0mg,Thiamin,Mediterranean Puff Pastry Chicken
14,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,13mg,Niacin,Mediterranean Puff Pastry Chicken
15,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,0mg,Vitamin B6,Mediterranean Puff Pastry Chicken
16,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,50mg,Magnesium,Mediterranean Puff Pastry Chicken
17,https://www.allrecipes.com/recipe/140729/mediterranean-puff-pastry-chicken/,94mcg,Folate,Mediterranean Puff Pastry Chicken
0,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,69g,Total Fat,Spaghetti Aglio e Olio
1,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,15.0g,Saturated Fat,Spaghetti Aglio e Olio
2,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,35mg,Cholesterol,Spaghetti Aglio e Olio
3,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,710mg,Sodium,Spaghetti Aglio e Olio
4,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,642mg,Potassium,Spaghetti Aglio e Olio
5,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,174.8g,Total Carbohydrates,Spaghetti Aglio e Olio
6,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,7.8g,Dietary Fiber,Spaghetti Aglio e Olio
7,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,45.8g,Protein,Spaghetti Aglio e Olio
8,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,7g,Sugars,Spaghetti Aglio e Olio
9,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,965IU,Vitamin A,Spaghetti Aglio e Olio
10,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,13mg,Vitamin C,Spaghetti Aglio e Olio
11,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,519mg,Calcium,Spaghetti Aglio e Olio
12,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,9mg,Iron,Spaghetti Aglio e Olio
13,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,2mg,Thiamin,Spaghetti Aglio e Olio
14,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,27mg,Niacin,Spaghetti Aglio e Olio
15,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,0mg,Vitamin B6,Spaghetti Aglio e Olio
16,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,142mg,Magnesium,Spaghetti Aglio e Olio
17,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,554mcg,Folate,Spaghetti Aglio e Olio
0,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,23.1g,Total Fat,North Carolina-Style Pulled Pork
1,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,8.0g,Saturated Fat,North Carolina-Style Pulled Pork
2,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,135mg,Cholesterol,North Carolina-Style Pulled Pork
3,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,1698mg,Sodium,North Carolina-Style Pulled Pork
4,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,825mg,Potassium,North Carolina-Style Pulled Pork
5,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,12.1g,Total Carbohydrates,North Carolina-Style Pulled Pork
6,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,0.8g,Dietary Fiber,North Carolina-Style Pulled Pork
7,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,39.1g,Protein,North Carolina-Style Pulled Pork
8,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,10g,Sugars,North Carolina-Style Pulled Pork
9,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,1195IU,Vitamin A,North Carolina-Style Pulled Pork
10,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,5mg,Vitamin C,North Carolina-Style Pulled Pork
11,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,62mg,Calcium,North Carolina-Style Pulled Pork
12,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,3mg,Iron,North Carolina-Style Pulled Pork
13,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,2mg,Thiamin,North Carolina-Style Pulled Pork
14,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,16mg,Niacin,North Carolina-Style Pulled Pork
15,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,1mg,Vitamin B6,North Carolina-Style Pulled Pork
16,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,52mg,Magnesium,North Carolina-Style Pulled Pork
17,https://www.allrecipes.com/recipe/25459/north-carolina-style-pulled-pork/,17mcg,Folate,North Carolina-Style Pulled Pork
0,https://www.allrecipes.com/recipe/6806/calzone/,11.1g,Total Fat,Calzone
1,https://www.allrecipes.com/recipe/6806/calzone/,5.0g,Saturated Fat,Calzone
2,https://www.allrecipes.com/recipe/6806/calzone/,29mg,Cholesterol,Calzone
3,https://www.allrecipes.com/recipe/6806/calzone/,623mg,Sodium,Calzone
4,https://www.allrecipes.com/recipe/6806/calzone/,105mg,Potassium,Calzone
5,https://www.allrecipes.com/recipe/6806/calzone/,34.2g,Total Carbohydrates,Calzone
6,https://www.allrecipes.com/recipe/6806/calzone/,1.4g,Dietary Fiber,Calzone
7,https://www.allrecipes.com/recipe/6806/calzone/,11.3g,Protein,Calzone
8,https://www.allrecipes.com/recipe/6806/calzone/,3g,Sugars,Calzone
9,https://www.allrecipes.com/recipe/6806/calzone/,259IU,Vitamin A,Calzone
10,https://www.allrecipes.com/recipe/6806/calzone/,2mg,Vitamin C,Calzone
11,https://www.allrecipes.com/recipe/6806/calzone/,91mg,Calcium,Calzone
12,https://www.allrecipes.com/recipe/6806/calzone/,2mg,Iron,Calzone
13,https://www.allrecipes.com/recipe/6806/calzone/,0mg,Thiamin,Calzone
14,https://www.allrecipes.com/recipe/6806/calzone/,7mg,Niacin,Calzone
15,https://www.allrecipes.com/recipe/6806/calzone/,0mg,Vitamin B6,Calzone
16,https://www.allrecipes.com/recipe/6806/calzone/,17mg,Magnesium,Calzone
17,https://www.allrecipes.com/recipe/6806/calzone/,96mcg,Folate,Calzone
0,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,35.7g,Total Fat,Basil Cream Chicken
1,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,22.0g,Saturated Fat,Basil Cream Chicken
2,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,180mg,Cholesterol,Basil Cream Chicken
3,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,370mg,Sodium,Basil Cream Chicken
4,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,438mg,Potassium,Basil Cream Chicken
5,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,9.2g,Total Carbohydrates,Basil Cream Chicken
6,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,0.9g,Dietary Fiber,Basil Cream Chicken
7,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,33.2g,Protein,Basil Cream Chicken
8,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,2g,Sugars,Basil Cream Chicken
9,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,2120IU,Vitamin A,Basil Cream Chicken
10,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,26mg,Vitamin C,Basil Cream Chicken
11,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,201mg,Calcium,Basil Cream Chicken
12,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,2mg,Iron,Basil Cream Chicken
13,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,0mg,Thiamin,Basil Cream Chicken
14,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,20mg,Niacin,Basil Cream Chicken
15,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,1mg,Vitamin B6,Basil Cream Chicken
16,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,48mg,Magnesium,Basil Cream Chicken
17,https://www.allrecipes.com/recipe/8757/basil-cream-chicken/,20mcg,Folate,Basil Cream Chicken
0,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,31.8g,Total Fat,Spicy Crispy Beef
1,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,6.0g,Saturated Fat,Spicy Crispy Beef
2,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,27mg,Cholesterol,Spicy Crispy Beef
3,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,1383mg,Sodium,Spicy Crispy Beef
4,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,222mg,Potassium,Spicy Crispy Beef
5,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,40.9g,Total Carbohydrates,Spicy Crispy Beef
6,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,0.6g,Dietary Fiber,Spicy Crispy Beef
7,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,11.4g,Protein,Spicy Crispy Beef
8,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,30g,Sugars,Spicy Crispy Beef
9,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,488IU,Vitamin A,Spicy Crispy Beef
10,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,17mg,Vitamin C,Spicy Crispy Beef
11,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,13mg,Calcium,Spicy Crispy Beef
12,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,2mg,Iron,Spicy Crispy Beef
13,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,0mg,Thiamin,Spicy Crispy Beef
14,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,4mg,Niacin,Spicy Crispy Beef
15,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,0mg,Vitamin B6,Spicy Crispy Beef
16,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,20mg,Magnesium,Spicy Crispy Beef
17,https://www.allrecipes.com/recipe/23420/spicy-crispy-beef/,9mcg,Folate,Spicy Crispy Beef
0,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,10g,Total Fat,Tasty Lentil Tacos
1,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,2.0g,Saturated Fat,Tasty Lentil Tacos
2,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,1mg,Cholesterol,Tasty Lentil Tacos
3,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,714mg,Sodium,Tasty Lentil Tacos
4,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,412mg,Potassium,Tasty Lentil Tacos
5,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,44.2g,Total Carbohydrates,Tasty Lentil Tacos
6,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,9.2g,Dietary Fiber,Tasty Lentil Tacos
7,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,9.4g,Protein,Tasty Lentil Tacos
8,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,3g,Sugars,Tasty Lentil Tacos
9,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,100IU,Vitamin A,Tasty Lentil Tacos
10,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,3mg,Vitamin C,Tasty Lentil Tacos
11,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,67mg,Calcium,Tasty Lentil Tacos
12,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,3mg,Iron,Tasty Lentil Tacos
13,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,0mg,Thiamin,Tasty Lentil Tacos
14,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,3mg,Niacin,Tasty Lentil Tacos
15,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,0mg,Vitamin B6,Tasty Lentil Tacos
16,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,68mg,Magnesium,Tasty Lentil Tacos
17,https://www.allrecipes.com/recipe/222610/tasty-lentil-tacos/,136mcg,Folate,Tasty Lentil Tacos
0,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,24.1g,Total Fat,Turkey Pot Pie II
1,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,6.0g,Saturated Fat,Turkey Pot Pie II
2,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,38mg,Cholesterol,Turkey Pot Pie II
3,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,609mg,Sodium,Turkey Pot Pie II
4,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,295mg,Potassium,Turkey Pot Pie II
5,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,33.9g,Total Carbohydrates,Turkey Pot Pie II
6,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,3.8g,Dietary Fiber,Turkey Pot Pie II
7,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,17.6g,Protein,Turkey Pot Pie II
8,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,1g,Sugars,Turkey Pot Pie II
9,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,2477IU,Vitamin A,Turkey Pot Pie II
10,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,5mg,Vitamin C,Turkey Pot Pie II
11,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,54mg,Calcium,Turkey Pot Pie II
12,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,3mg,Iron,Turkey Pot Pie II
13,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,0mg,Thiamin,Turkey Pot Pie II
14,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,8mg,Niacin,Turkey Pot Pie II
15,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,0mg,Vitamin B6,Turkey Pot Pie II
16,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,32mg,Magnesium,Turkey Pot Pie II
17,https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/,58mcg,Folate,Turkey Pot Pie II
0,https://www.allrecipes.com/recipe/38028/blackened-fish/,35.3g,Total Fat,Blackened Fish
1,https://www.allrecipes.com/recipe/38028/blackened-fish/,20.0g,Saturated Fat,Blackened Fish
2,https://www.allrecipes.com/recipe/38028/blackened-fish/,148mg,Cholesterol,Blackened Fish
3,https://www.allrecipes.com/recipe/38028/blackened-fish/,428mg,Sodium,Blackened Fish
4,https://www.allrecipes.com/recipe/38028/blackened-fish/,601mg,Potassium,Blackened Fish
5,https://www.allrecipes.com/recipe/38028/blackened-fish/,1.8g,Total Carbohydrates,Blackened Fish
6,https://www.allrecipes.com/recipe/38028/blackened-fish/,0.9g,Dietary Fiber,Blackened Fish
7,https://www.allrecipes.com/recipe/38028/blackened-fish/,24.3g,Protein,Blackened Fish
8,https://www.allrecipes.com/recipe/38028/blackened-fish/,0g,Sugars,Blackened Fish
9,https://www.allrecipes.com/recipe/38028/blackened-fish/,1757IU,Vitamin A,Blackened Fish
10,https://www.allrecipes.com/recipe/38028/blackened-fish/,4mg,Vitamin C,Blackened Fish
11,https://www.allrecipes.com/recipe/38028/blackened-fish/,100mg,Calcium,Blackened Fish
12,https://www.allrecipes.com/recipe/38028/blackened-fish/,2mg,Iron,Blackened Fish
13,https://www.allrecipes.com/recipe/38028/blackened-fish/,0mg,Thiamin,Blackened Fish
14,https://www.allrecipes.com/recipe/38028/blackened-fish/,11mg,Niacin,Blackened Fish
15,https://www.allrecipes.com/recipe/38028/blackened-fish/,1mg,Vitamin B6,Blackened Fish
16,https://www.allrecipes.com/recipe/38028/blackened-fish/,41mg,Magnesium,Blackened Fish
17,https://www.allrecipes.com/recipe/38028/blackened-fish/,17mcg,Folate,Blackened Fish
0,https://www.allrecipes.com/recipe/80686/indian-eggplant-bhurtha/,7.4g,Total Fat,Indian Eggplant - Bhurtha
1,https://www.allrecipes.com/recipe/80686/indian-eggplant-bhurtha/,1.0g,Saturated Fat,Indian Eggplant - Bhurtha
2,https://www.allrecipes.com/recipe/80686/indian-eggplant-bhurtha/,0mg,Cholesterol,Indian Eggplant - Bhurtha
