,URL,amount,nutrient,recipe
3,https://www.allrecipes.com/recipe/24156/potato-skillet/,837mg,Sodium,Potato Skillet
4,https://www.allrecipes.com/recipe/24156/potato-skillet/,417mg,Potassium,Potato Skillet
5,https://www.allrecipes.com/recipe/24156/potato-skillet/,16g,Total Carbohydrates,Potato Skillet
6,https://www.allrecipes.com/recipe/24156/potato-skillet/,2.6g,Dietary Fiber,Potato Skillet
7,https://www.allrecipes.com/recipe/24156/potato-skillet/,20.8g,Protein,Potato Skillet
8,https://www.allrecipes.com/recipe/24156/potato-skillet/,1g,Sugars,Potato Skillet
9,https://www.allrecipes.com/recipe/24156/potato-skillet/,546IU,Vitamin A,Potato Skillet
10,https://www.allrecipes.com/recipe/24156/potato-skillet/,4mg,Vitamin C,Potato Skillet
11,https://www.allrecipes.com/recipe/24156/potato-skillet/,158mg,Calcium,Potato Skillet
12,https://www.allrecipes.com/recipe/24156/potato-skillet/,4mg,Iron,Potato Skillet
13,https://www.allrecipes.com/recipe/24156/potato-skillet/,0mg,Thiamin,Potato Skillet
14,https://www.allrecipes.com/recipe/24156/potato-skillet/,7mg,Niacin,Potato Skillet
15,https://www.allrecipes.com/recipe/24156/potato-skillet/,0mg,Vitamin B6,Potato Skillet
16,https://www.allrecipes.com/recipe/24156/potato-skillet/,34mg,Magnesium,Potato Skillet
17,https://www.allrecipes.com/recipe/24156/potato-skillet/,46mcg,Folate,Potato Skillet
0,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,12.9g,Total Fat,Overnight Apple Cinnamon French Toast
1,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,7.0g,Saturated Fat,Overnight Apple Cinnamon French Toast
2,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,101mg,Cholesterol,Overnight Apple Cinnamon French Toast
3,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,370mg,Sodium,Overnight Apple Cinnamon French Toast
4,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,177mg,Potassium,Overnight Apple Cinnamon French Toast
5,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,60.5g,Total Carbohydrates,Overnight Apple Cinnamon French Toast
6,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,1.7g,Dietary Fiber,Overnight Apple Cinnamon French Toast
7,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,6.1g,Protein,Overnight Apple Cinnamon French Toast
8,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,23g,Sugars,Overnight Apple Cinnamon French Toast
9,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,438IU,Vitamin A,Overnight Apple Cinnamon French Toast
10,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,1mg,Vitamin C,Overnight Apple Cinnamon French Toast
11,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,116mg,Calcium,Overnight Apple Cinnamon French Toast
12,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,2mg,Iron,Overnight Apple Cinnamon French Toast
13,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,0mg,Thiamin,Overnight Apple Cinnamon French Toast
14,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,3mg,Niacin,Overnight Apple Cinnamon French Toast
15,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,0mg,Vitamin B6,Overnight Apple Cinnamon French Toast
16,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,17mg,Magnesium,Overnight Apple Cinnamon French Toast
17,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,48mcg,Folate,Overnight Apple Cinnamon French Toast
0,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,16.3g,Total Fat,Whole Grain Breakfast Cookies
1,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,3.0g,Saturated Fat,Whole Grain Breakfast Cookies
2,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,10mg,Cholesterol,Whole Grain Breakfast Cookies
3,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,173mg,Sodium,Whole Grain Breakfast Cookies
4,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,181mg,Potassium,Whole Grain Breakfast Cookies
5,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,26.1g,Total Carbohydrates,Whole Grain Breakfast Cookies
6,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,3.8g,Dietary Fiber,Whole Grain Breakfast Cookies
7,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,5.1g,Protein,Whole Grain Breakfast Cookies
8,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,15g,Sugars,Whole Grain Breakfast Cookies
9,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,27IU,Vitamin A,Whole Grain Breakfast Cookies
10,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,0mg,Vitamin C,Whole Grain Breakfast Cookies
11,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,46mg,Calcium,Whole Grain Breakfast Cookies
12,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,1mg,Iron,Whole Grain Breakfast Cookies
13,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,0mg,Thiamin,Whole Grain Breakfast Cookies
14,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,2mg,Niacin,Whole Grain Breakfast Cookies
15,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,0mg,Vitamin B6,Whole Grain Breakfast Cookies
16,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,57mg,Magnesium,Whole Grain Breakfast Cookies
17,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/,18mcg,Folate,Whole Grain Breakfast Cookies
0,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,17.9g,Total Fat,Monte Cristo Sandwich - the Real One
1,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,5.0g,Saturated Fat,Monte Cristo Sandwich - the Real One
2,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,50mg,Cholesterol,Monte Cristo Sandwich - the Real One
3,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,808mg,Sodium,Monte Cristo Sandwich - the Real One
4,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,133mg,Potassium,Monte Cristo Sandwich - the Real One
5,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,23.7g,Total Carbohydrates,Monte Cristo Sandwich - the Real One
6,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,1.1g,Dietary Fiber,Monte Cristo Sandwich - the Real One
7,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,12.2g,Protein,Monte Cristo Sandwich - the Real One
8,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,2g,Sugars,Monte Cristo Sandwich - the Real One
9,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,148IU,Vitamin A,Monte Cristo Sandwich - the Real One
10,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,1mg,Vitamin C,Monte Cristo Sandwich - the Real One
11,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,220mg,Calcium,Monte Cristo Sandwich - the Real One
12,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,2mg,Iron,Monte Cristo Sandwich - the Real One
13,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,0mg,Thiamin,Monte Cristo Sandwich - the Real One
14,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,4mg,Niacin,Monte Cristo Sandwich - the Real One
15,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,0mg,Vitamin B6,Monte Cristo Sandwich - the Real One
16,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,23mg,Magnesium,Monte Cristo Sandwich - the Real One
17,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,52mcg,Folate,Monte Cristo Sandwich - the Real One
0,https://www.allrecipes.com/recipe/71025/crab-quiche/,26.1g,Total Fat,Crab Quiche
1,https://www.allrecipes.com/recipe/71025/crab-quiche/,13.0g,Saturated Fat,Crab Quiche
2,https://www.allrecipes.com/recipe/71025/crab-quiche/,154mg,Cholesterol,Crab Quiche
3,https://www.allrecipes.com/recipe/71025/crab-quiche/,691mg,Sodium,Crab Quiche
4,https://www.allrecipes.com/recipe/71025/crab-quiche/,128mg,Potassium,Crab Quiche
5,https://www.allrecipes.com/recipe/71025/crab-quiche/,16.9g,Total Carbohydrates,Crab Quiche
6,https://www.allrecipes.com/recipe/71025/crab-quiche/,0.5g,Dietary Fiber,Crab Quiche
7,https://www.allrecipes.com/recipe/71025/crab-quiche/,11.4g,Protein,Crab Quiche
8,https://www.allrecipes.com/recipe/71025/crab-quiche/,3g,Sugars,Crab Quiche
9,https://www.allrecipes.com/recipe/71025/crab-quiche/,704IU,Vitamin A,Crab Quiche
10,https://www.allrecipes.com/recipe/71025/crab-quiche/,1mg,Vitamin C,Crab Quiche
11,https://www.allrecipes.com/recipe/71025/crab-quiche/,176mg,Calcium,Crab Quiche
12,https://www.allrecipes.com/recipe/71025/crab-quiche/,1mg,Iron,Crab Quiche
13,https://www.allrecipes.com/recipe/71025/crab-quiche/,0mg,Thiamin,Crab Quiche
14,https://www.allrecipes.com/recipe/71025/crab-quiche/,3mg,Niacin,Crab Quiche
15,https://www.allrecipes.com/recipe/71025/crab-quiche/,0mg,Vitamin B6,Crab Quiche
16,https://www.allrecipes.com/recipe/71025/crab-quiche/,27mg,Magnesium,Crab Quiche
17,https://www.allrecipes.com/recipe/71025/crab-quiche/,29mcg,Folate,Crab Quiche
0,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,14.6g,Total Fat,Banana Nut Bread II
1,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,3.0g,Saturated Fat,Banana Nut Bread II
2,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,39mg,Cholesterol,Banana Nut Bread II
3,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,561mg,Sodium,Banana Nut Bread II
4,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,156mg,Potassium,Banana Nut Bread II
5,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,49.3g,Total Carbohydrates,Banana Nut Bread II
6,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,1.6g,Dietary Fiber,Banana Nut Bread II
7,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,6.2g,Protein,Banana Nut Bread II
8,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,23g,Sugars,Banana Nut Bread II
9,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,496IU,Vitamin A,Banana Nut Bread II
10,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,1mg,Vitamin C,Banana Nut Bread II
11,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,106mg,Calcium,Banana Nut Bread II
12,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,2mg,Iron,Banana Nut Bread II
13,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,0mg,Thiamin,Banana Nut Bread II
14,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,3mg,Niacin,Banana Nut Bread II
15,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,0mg,Vitamin B6,Banana Nut Bread II
16,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,24mg,Magnesium,Banana Nut Bread II
17,https://www.allrecipes.com/recipe/7141/banana-nut-bread-ii/,72mcg,Folate,Banana Nut Bread II
0,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,10.6g,Total Fat,Home-Fried Potatoes
1,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,1.0g,Saturated Fat,Home-Fried Potatoes
2,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,0mg,Cholesterol,Home-Fried Potatoes
3,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,602mg,Sodium,Home-Fried Potatoes
4,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,112mg,Potassium,Home-Fried Potatoes
5,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,38.3g,Total Carbohydrates,Home-Fried Potatoes
6,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,4.3g,Dietary Fiber,Home-Fried Potatoes
7,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,4.7g,Protein,Home-Fried Potatoes
8,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,4g,Sugars,Home-Fried Potatoes
9,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,682IU,Vitamin A,Home-Fried Potatoes
10,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,28mg,Vitamin C,Home-Fried Potatoes
11,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,14mg,Calcium,Home-Fried Potatoes
12,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,1mg,Iron,Home-Fried Potatoes
13,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,0mg,Thiamin,Home-Fried Potatoes
14,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,0mg,Niacin,Home-Fried Potatoes
15,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,0mg,Vitamin B6,Home-Fried Potatoes
16,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,8mg,Magnesium,Home-Fried Potatoes
17,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,15mcg,Folate,Home-Fried Potatoes
0,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,14.7g,Total Fat,Blueberry French Toast
1,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,7.0g,Saturated Fat,Blueberry French Toast
2,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,212mg,Cholesterol,Blueberry French Toast
3,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,371mg,Sodium,Blueberry French Toast
4,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,229mg,Potassium,Blueberry French Toast
5,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,49g,Total Carbohydrates,Blueberry French Toast
6,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,1.6g,Dietary Fiber,Blueberry French Toast
7,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,12.6g,Protein,Blueberry French Toast
8,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,27g,Sugars,Blueberry French Toast
9,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,614IU,Vitamin A,Blueberry French Toast
10,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,2mg,Vitamin C,Blueberry French Toast
11,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,126mg,Calcium,Blueberry French Toast
12,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,2mg,Iron,Blueberry French Toast
13,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,0mg,Thiamin,Blueberry French Toast
14,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,4mg,Niacin,Blueberry French Toast
15,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,0mg,Vitamin B6,Blueberry French Toast
16,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,25mg,Magnesium,Blueberry French Toast
17,https://www.allrecipes.com/recipe/23307/blueberry-french-toast/,102mcg,Folate,Blueberry French Toast
0,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,31.2g,Total Fat,Brunch Enchiladas
1,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,15.0g,Saturated Fat,Brunch Enchiladas
2,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,173mg,Cholesterol,Brunch Enchiladas
3,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,1103mg,Sodium,Brunch Enchiladas
4,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,390mg,Potassium,Brunch Enchiladas
5,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,30.8g,Total Carbohydrates,Brunch Enchiladas
6,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,1.9g,Dietary Fiber,Brunch Enchiladas
7,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,26.2g,Protein,Brunch Enchiladas
8,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,2g,Sugars,Brunch Enchiladas
9,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,783IU,Vitamin A,Brunch Enchiladas
10,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,26mg,Vitamin C,Brunch Enchiladas
11,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,350mg,Calcium,Brunch Enchiladas
12,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,3mg,Iron,Brunch Enchiladas
13,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,1mg,Thiamin,Brunch Enchiladas
14,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,9mg,Niacin,Brunch Enchiladas
15,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,0mg,Vitamin B6,Brunch Enchiladas
16,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,40mg,Magnesium,Brunch Enchiladas
17,https://www.allrecipes.com/recipe/23760/brunch-enchiladas/,85mcg,Folate,Brunch Enchiladas
0,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,9.4g,Total Fat,My-Hop Pancakes
1,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,2.0g,Saturated Fat,My-Hop Pancakes
2,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,29mg,Cholesterol,My-Hop Pancakes
3,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,357mg,Sodium,My-Hop Pancakes
4,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,89mg,Potassium,My-Hop Pancakes
5,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,23.4g,Total Carbohydrates,My-Hop Pancakes
6,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,0.5g,Dietary Fiber,My-Hop Pancakes
7,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,4.1g,Protein,My-Hop Pancakes
8,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,8g,Sugars,My-Hop Pancakes
9,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,85IU,Vitamin A,My-Hop Pancakes
10,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,1mg,Vitamin C,My-Hop Pancakes
11,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,102mg,Calcium,My-Hop Pancakes
12,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,1mg,Iron,My-Hop Pancakes
13,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,0mg,Thiamin,My-Hop Pancakes
14,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,2mg,Niacin,My-Hop Pancakes
15,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,0mg,Vitamin B6,My-Hop Pancakes
16,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,10mg,Magnesium,My-Hop Pancakes
17,https://www.allrecipes.com/recipe/214499/my-hop-pancakes/,41mcg,Folate,My-Hop Pancakes
0,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,9.4g,Total Fat,Mother's Banana Bread
1,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,4.0g,Saturated Fat,Mother's Banana Bread
2,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,45mg,Cholesterol,Mother's Banana Bread
3,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,253mg,Sodium,Mother's Banana Bread
4,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,121mg,Potassium,Mother's Banana Bread
5,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,30.3g,Total Carbohydrates,Mother's Banana Bread
6,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,1.3g,Dietary Fiber,Mother's Banana Bread
7,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,3.9g,Protein,Mother's Banana Bread
8,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,14g,Sugars,Mother's Banana Bread
9,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,211IU,Vitamin A,Mother's Banana Bread
10,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,2mg,Vitamin C,Mother's Banana Bread
11,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,60mg,Calcium,Mother's Banana Bread
12,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,1mg,Iron,Mother's Banana Bread
13,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,0mg,Thiamin,Mother's Banana Bread
14,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,2mg,Niacin,Mother's Banana Bread
15,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,0mg,Vitamin B6,Mother's Banana Bread
16,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,18mg,Magnesium,Mother's Banana Bread
17,https://www.allrecipes.com/recipe/6690/mothers-banana-bread/,46mcg,Folate,Mother's Banana Bread
0,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,17.3g,Total Fat,Monkey Bread II
1,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,3.0g,Saturated Fat,Monkey Bread II
2,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,0mg,Cholesterol,Monkey Bread II
3,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,403mg,Sodium,Monkey Bread II
4,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,175mg,Potassium,Monkey Bread II
5,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,56.2g,Total Carbohydrates,Monkey Bread II
6,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,1.6g,Dietary Fiber,Monkey Bread II
7,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,4.1g,Protein,Monkey Bread II
8,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,29g,Sugars,Monkey Bread II
9,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,749IU,Vitamin A,Monkey Bread II
10,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,0mg,Vitamin C,Monkey Bread II
11,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,35mg,Calcium,Monkey Bread II
12,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,2mg,Iron,Monkey Bread II
13,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,0mg,Thiamin,Monkey Bread II
14,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,3mg,Niacin,Monkey Bread II
15,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,0mg,Vitamin B6,Monkey Bread II
16,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,14mg,Magnesium,Monkey Bread II
17,https://www.allrecipes.com/recipe/6864/monkey-bread-ii/,78mcg,Folate,Monkey Bread II
0,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,11.7g,Total Fat,Country Style Fried Potatoes
1,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,3.0g,Saturated Fat,Country Style Fried Potatoes
2,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,0mg,Cholesterol,Country Style Fried Potatoes
3,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,400mg,Sodium,Country Style Fried Potatoes
4,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,947mg,Potassium,Country Style Fried Potatoes
5,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,52.1g,Total Carbohydrates,Country Style Fried Potatoes
6,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,3.7g,Dietary Fiber,Country Style Fried Potatoes
7,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,4.8g,Protein,Country Style Fried Potatoes
8,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,4g,Sugars,Country Style Fried Potatoes
9,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,101IU,Vitamin A,Country Style Fried Potatoes
10,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,31mg,Vitamin C,Country Style Fried Potatoes
11,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,14mg,Calcium,Country Style Fried Potatoes
12,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,1mg,Iron,Country Style Fried Potatoes
13,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,0mg,Thiamin,Country Style Fried Potatoes
14,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,5mg,Niacin,Country Style Fried Potatoes
15,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,1mg,Vitamin B6,Country Style Fried Potatoes
16,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,61mg,Magnesium,Country Style Fried Potatoes
17,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/,22mcg,Folate,Country Style Fried Potatoes
0,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,5.6g,Total Fat,Pumpkin Spiced Latte
1,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,4.0g,Saturated Fat,Pumpkin Spiced Latte
2,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,22mg,Cholesterol,Pumpkin Spiced Latte
3,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,106mg,Sodium,Pumpkin Spiced Latte
4,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,409mg,Potassium,Pumpkin Spiced Latte
5,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,18.3g,Total Carbohydrates,Pumpkin Spiced Latte
6,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,0.2g,Dietary Fiber,Pumpkin Spiced Latte
7,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,8.3g,Protein,Pumpkin Spiced Latte
8,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,17g,Sugars,Pumpkin Spiced Latte
9,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,485IU,Vitamin A,Pumpkin Spiced Latte
10,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,1mg,Vitamin C,Pumpkin Spiced Latte
11,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,299mg,Calcium,Pumpkin Spiced Latte
12,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,0mg,Iron,Pumpkin Spiced Latte
13,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,0mg,Thiamin,Pumpkin Spiced Latte
14,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,2mg,Niacin,Pumpkin Spiced Latte
15,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,0mg,Vitamin B6,Pumpkin Spiced Latte
16,https://www.allrecipes.com/recipe/127890/pumpkin-spiced-latte/,31mg,Magnesium,Pumpkin Spiced Latte
